x,y,z,N_side,N_layer,t_label,phi,eta,q,pt,d0,z0,n_label
34.7677,19.3978,156.0622,0,4,T23,0.516,2.0747,-1,55.8352,-0.4475,0.0699,233
43.4268,24.4173,195.2781,0,5,T23,0.516,2.0747,-1,55.8352,-0.4475,0.0699,234
52.0754,29.4547,234.494,0,6,T23,0.516,2.0747,-1,55.8352,-0.4475,0.0699,235
60.7134,34.5102,273.71,0,7,T23,0.516,2.0747,-1,55.8352,-0.4475,0.0699,236
69.3409,39.5837,312.9259,0,8,T23,0.516,2.0747,-1,55.8352,-0.4475,0.0699,237
77.9579,44.6751,352.1418,0,9,T23,0.516,2.0747,-1,55.8352,-0.4475,0.0699,238
86.6597,49.8414,391.7935,0,10,T23,0.516,2.0747,-1,55.8352,-0.4475,0.0699,239
9.1321,-3.5143,-0.9885,11,1,T24,-0.3567,-0.1491,1,80.0192,-0.0976,0.4762,240
17.877,-6.7935,-2.3867,11,2,T24,-0.3567,-0.1491,1,80.0192,-0.0976,0.4762,241
27.0337,-10.2417,-3.8514,11,3,T24,-0.3567,-0.1491,1,80.0192,-0.0976,0.4762,242
36.1854,-13.7029,-5.3162,11,4,T24,-0.3567,-0.1491,1,80.0192,-0.0976,0.4762,243
45.3321,-17.1772,-6.7809,11,5,T24,-0.3567,-0.1491,1,80.0192,-0.0976,0.4762,244
54.474,-20.6644,-8.2457,11,6,T24,-0.3567,-0.1491,1,80.0192,-0.0976,0.4762,245
63.6108,-24.1646,-9.7104,11,7,T24,-0.3567,-0.1491,1,80.0192,-0.0976,0.4762,246
72.7427,-27.6778,-11.1751,11,8,T24,-0.3567,-0.1491,1,80.0192,-0.0976,0.4762,247
81.8695,-31.204,-12.6399,11,9,T24,-0.3567,-0.1491,1,80.0192,-0.0976,0.4762,248
90.9913,-34.7432,-14.1046,11,10,T24,-0.3567,-0.1491,1,80.0192,-0.0976,0.4762,249
-9.2398,-3.3025,-12.2416,6,1,T25,-2.7828,-1.0504,-1,97.6467,-0.1583,0.0659,250
-18.1577,-6.6649,-24.1975,6,2,T25,-2.7828,-1.0504,-1,97.6467,-0.1583,0.0659,251
